Code,MCC Group1,Group Description1
3964,MCCG3,Hotels
3965,MCCG3,Hotels
3966,MCCG3,Hotels
3967,MCCG3,Hotels
3968,MCCG3,Hotels
3969,MCCG3,Hotels
3970,MCCG3,Hotels
3971,MCCG3,Hotels
3972,MCCG3,Hotels
3973,MCCG3,Hotels
3974,MCCG3,Hotels
3975,MCCG3,Hotels
3976,MCCG3,Hotels
3977,MCCG3,Hotels
3978,MCCG3,Hotels
3979,MCCG3,Hotels
3980,MCCG3,Hotels
3981,MCCG3,Hotels
3982,MCCG3,Hotels
3983,MCCG3,Hotels
3984,MCCG3,Hotels
3985,MCCG3,Hotels
3986,MCCG3,Hotels
3987,MCCG3,Hotels
3988,MCCG3,Hotels
3989,MCCG3,Hotels
3990,MCCG3,Hotels
3991,MCCG3,Hotels
3992,MCCG3,Hotels
3993,MCCG3,Hotels
3994,MCCG3,Hotels
3995,MCCG3,Hotels
3996,MCCG3,Hotels
3997,MCCG3,Hotels
3998,MCCG3,Hotels
3999,MCCG3,Hotels
4000,MCCG3,Hotels
4011,MCCG7,Other Travel
4111,MCCG7,Other Travel
4112,MCCG7,Other Travel
4119,MCCG11,Medical
4121,MCCG7,Other Travel
4131,MCCG7,Other Travel
4214,MCCG23,Other
4215,MCCG17,Other
4225,MCCG20,Building Services
4411,MCCG6,Other Travel
4457,MCCG6,Other Travel
4468,MCCG15,Other
4511,MCCG1,Airlines
4582,MCCG1,Airlines
4722,MCCG5,Other Travel
4723,MCCG5,Other Travel
4761,MCCG7,Other Travel
4784,MCCG7,Other Travel
4789,MCCG5,Other Travel
4812,MCCG10,Office Supply
4813,MCCG10,Office Supply
4814,MCCG10,Office Supply
4815,MCCG10,Office Supply
4816,MCCG10,Office Supply
4821,MCCG10,Office Supply
4829,MCCG41,Risk
4899,MCCG24,Business Expense
4900,MCCG24,Business Expense
5013,MCCG8,Vehicle Expense
5021,MCCG38,Wholesale
5039,MCCG38,Wholesale
5044,MCCG39,Risk
5045,MCCG39,Risk
5046,MCCG38,Wholesale
5047,MCCG11,Medical
5051,MCCG38,Wholesale
5065,MCCG38,Wholesale
5072,MCCG38,Wholesale
5074,MCCG38,Wholesale
5085,MCCG38,Wholesale
5094,MCCG39,Risk
5099,MCCG38,Wholesale
5111,MCCG39,Risk
5122,MCCG38,Wholesale
5131,MCCG38,Wholesale
5137,MCCG38,Wholesale
5139,MCCG38,Wholesale
5169,MCCG38,Wholesale
5172,MCCG38,Wholesale
5192,MCCG17,Other
5193,MCCG16,Other
5198,MCCG38,Wholesale
5199,MCCG38,Wholesale
5200,MCCG39,Risk
5211,MCCG31,Wholesale
5231,MCCG31,Wholesale
5251,MCCG31,Wholesale
5261,MCCG31,Wholesale
5271,MCCG31,Wholesale
5299,MCCG31,Wholesale
5300,MCCG34,Wholesale
5309,MCCG37,Other
5310,MCCG39,Risk
5311,MCCG40,Risk
5331,MCCG34,Wholesale
5399,MCCG34,Wholesale
5411,MCCG39,Risk
5422,MCCG35,Other
5441,MCCG35,Other
5451,MCCG35,Other
5462,MCCG35,Other
5499,MCCG39,Risk
5511,MCCG21,Auto/RV Dealer
5521,MCCG21,Auto/RV Dealer
5531,MCCG8,Vehicle Expense
5532,MCCG8,Vehicle Expense
5533,MCCG8,Vehicle Expense
5541,MCCG7,Other Travel
5542,MCCG7,Other Travel
5551,MCCG22,Auto/RV Dealer
5561,MCCG22,Auto/RV Dealer
5571,MCCG22,Auto/RV Dealer
5592,MCCG22,Auto/RV Dealer
5598,MCCG22,Auto/RV Dealer
5599,MCCG22,Auto/RV Dealer
5611,MCCG40,Risk
5621,MCCG40,Risk
5631,MCCG40,Risk
5641,MCCG40,Risk
5651,MCCG40,Risk
5655,MCCG40,Risk
5661,MCCG40,Risk
5681,MCCG41,Risk
5691,MCCG40,Risk
5697,MCCG14,Other
5698,MCCG14,Other
5699,MCCG40,Risk
5712,MCCG31,Wholesale
5713,MCCG31,Wholesale
5714,MCCG31,Wholesale
5718,MCCG31,Wholesale
5719,MCCG31,Wholesale
5722,MCCG32,Other
5732,MCCG39,Risk
5733,MCCG40,Risk
5734,MCCG39,Risk
5735,MCCG39,Risk
5811,MCCG7,Other Travel
5812,MCCG4,Restaurants
5813,MCCG4,Restaurants
5814,MCCG4,Restaurants
5815,MCCG15,Other
5816,MCCG15,Other
5817,MCCG39,Risk
5818,MCCG40,Risk
5912,MCCG34,Wholesale
5921,MCCG35,Other
5931,MCCG34,Wholesale
5932,MCCG41,Risk
5933,MCCG41,Risk
5935,MCCG8,Vehicle Expense
5937,MCCG41,Risk
5940,MCCG22,Auto/RV Dealer
5941,MCCG39,Risk
5942,MCCG17,Other
5943,MCCG39,Risk
5944,MCCG41,Risk
5945,MCCG34,Wholesale
5946,MCCG39,Risk
5947,MCCG16,Other
5948,MCCG36,Other
5949,MCCG34,Wholesale
5950,MCCG36,Other
5960,MCCG33,Office Services
5962,MCCG33,Office Services
5963,MCCG33,Office Services
5964,MCCG39,Risk
5965,MCCG39,Risk
5966,MCCG33,Office Services
5967,MCCG33,Office Services
5968,MCCG17,Other
5969,MCCG39,Risk
5970,MCCG37,Other
5971,MCCG37,Other
5972,MCCG40,Risk
5973,MCCG37,Other
5975,MCCG37,Other
5976,MCCG37,Other
5977,MCCG17,Other
5978,MCCG36,Other
5983,MCCG9,Vehicle Expense
5992,MCCG16,Other
5993,MCCG37,Other
5994,MCCG36,Other
5995,MCCG37,Other
5996,MCCG37,Other
5997,MCCG37,Other
5998,MCCG36,Other
5999,MCCG39,Risk
6010,MCCG13,Money
6011,MCCG13,Money
6012,MCCG13,Money
6050,MCCG13,Money
6051,MCCG13,Money
6211,MCCG25,Office Service
6300,MCCG25,Office Service
6381,MCCG25,Office Service
6399,MCCG25,Office Service
6513,MCCG26,Other
6529,MCCG41,Risk
6530,MCCG41,Risk
6531,MCCG41,Risk
6532,MCCG41,Risk
6533,MCCG41,Risk
6534,MCCG41,Risk
6535,MCCG41,Risk
6536,MCCG41,Risk
6537,MCCG41,Risk
6538,MCCG41,Risk
6540,MCCG41,Risk
7011,MCCG3,Hotels
7012,MCCG26,Other
7032,MCCG26,Other
7033,MCCG26,Other
7210,MCCG14,Other
7211,MCCG14,Other
7216,MCCG14,Other
7217,MCCG26,Other
7221,MCCG26,Other
7230,MCCG14,Other
7251,MCCG14,Other
7261,MCCG26,Other
7273,MCCG41,Risk
7276,MCCG26,Other
7277,MCCG26,Other
7278,MCCG26,Other
7296,MCCG14,Other
7297,MCCG41,Risk
7298,MCCG39,Risk
7299,MCCG39,Risk
7311,MCCG27,Office Service
7321,MCCG27,Office Service
7322,MCCG27,Office Service
7332,MCCG12,Office Service
7333,MCCG27,Office Service
7338,MCCG12,Office Service
7339,MCCG27,Office Service
7342,MCCG27,Office Service
7349,MCCG27,Office Service
7361,MCCG27,Office Service
7372,MCCG27,Office Service
7375,MCCG27,Office Service
7379,MCCG39,Risk
7392,MCCG27,Office Service
7393,MCCG27,Office Service
7394,MCCG12,Office Service
7395,MCCG12,Office Service
7399,MCCG12,Office Service
7511,MCCG8,Vehicle Expense
7512,MCCG2,Rental Car
7513,MCCG8,Vehicle Expense
7519,MCCG8,Vehicle Expense
7523,MCCG7,Other Travel
7524,MCCG7,Other Travel
7531,MCCG8,Vehicle Expense
7534,MCCG8,Vehicle Expense
7535,MCCG8,Vehicle Expense
7538,MCCG8,Vehicle Expense
7542,MCCG8,Vehicle Expense
7549,MCCG8,Vehicle Expense
7622,MCCG39,Risk
7623,MCCG28,Other
7629,MCCG39,Risk
7631,MCCG39,Risk
7641,MCCG28,Other
7692,MCCG28,Other
7699,MCCG28,Other
7800,MCCG41,Risk
7801,MCCG41,Risk
7802,MCCG41,Risk
7829,MCCG15,Other
7832,MCCG15,Other
7841,MCCG15,Other
7911,MCCG15,Other
7922,MCCG15,Other
7929,MCCG15,Other
7932,MCCG15,Other
7933,MCCG15,Other
7941,MCCG15,Other
7991,MCCG15,Other
7992,MCCG15,Other
7993,MCCG15,Other
7994,MCCG15,Other
7995,MCCG41,Risk
7996,MCCG15,Other
7997,MCCG19,Business Expense
7998,MCCG15,Other
7999,MCCG15,Other
8011,MCCG11,Medical
8021,MCCG11,Medical
8031,MCCG11,Medical
8041,MCCG11,Medical
8042,MCCG11,Medical
8043,MCCG11,Medical
8044,MCCG11,Medical
8049,MCCG11,Medical
8050,MCCG11,Medical
8062,MCCG11,Medical
8071,MCCG11,Medical
8099,MCCG11,Medical
8111,MCCG29,Business Expense
8211,MCCG18,Business Expense
8220,MCCG18,Business Expense
8241,MCCG18,Business Expense
8244,MCCG18,Business Expense
8249,MCCG18,Business Expense
8299,MCCG18,Business Expense
8351,MCCG26,Other
8398,MCCG18,Business Expense
8641,MCCG19,Business Expense
8651,MCCG18,Business Expense
8661,MCCG18,Business Expense
8675,MCCG8,Vehicle Expense
8699,MCCG19,Business Expense
8734,MCCG26,Other
8911,MCCG29,Business Expense
8931,MCCG29,Business Expense
8999,MCCG15,Other
9211,MCCG30,Business Expense
9222,MCCG30,Business Expense
9223,MCCG30,Business Expense
9311,MCCG30,Business Expense
9399,MCCG30,Business Expense
9402,MCCG17,Other
9405,MCCG42,Other
9700,MCCG8,Vehicle Expense
9701,MCCG5,Other Travel
9702,MCCG5,Other Travel
9751,MCCG35,Other
9752,MCCG9,Vehicle Expense
9753,MCCG32,Other
9754,MCCG41,Risk
9950,MCCG42,Other
